Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1249.535,500600,44.50,8930,682.08
astar,true,3171.993,1098425,97.64,8930,930.77
bfs,true,1452.236,1107012,98.40,8930,864.97
dfs,true,575.594,506743,45.04,8930,578.99
wallFollower,true,1219.057,1245429,110.70,8930,467.58
dijkstra,false,2176.183,760450,66.03,13350,746.31
astar,false,3730.303,1123708,97.57,6867,726.38
bfs,false,1516.990,1131357,98.23,6867,788.47
dfs,false,453.590,361162,31.36,16284,1759218604813.42
wallFollower,false,1289.686,1241197,107.77,86307,983.40
