Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,982.305,378783,52.61,6749,523.19
astar,true,1956.727,694054,96.40,6749,450.14
bfs,true,910.497,703132,97.66,6749,601.92
dfs,true,545.839,472844,65.67,6749,403.73
wallFollower,true,492.232,499818,69.42,6749,369.73
dijkstra,false,1104.176,416481,56.50,9204,413.08
astar,false,2213.915,720191,97.71,5285,344.88
bfs,false,911.495,727236,98.66,5285,567.74
dfs,false,323.783,258005,35.00,14742,271.45
wallFollower,false,792.158,827538,112.27,56047,486.09
