Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1321.204,902114,58.91,10250,800.34
astar,true,2334.481,1508308,98.50,10250,607.41
bfs,true,961.723,1501751,98.07,10250,1121.35
dfs,true,448.047,895319,58.47,10250,751.71
wallFollower,true,493.642,1281668,83.70,10250,844.70
dijkstra,false,1869.023,954954,60.92,13563,1219.77
astar,false,3860.520,1546111,98.63,7857,718.08
bfs,false,1106.848,1539682,98.22,7857,1277.26
dfs,false,298.572,513058,32.73,17236,503.44
wallFollower,false,638.975,1477020,94.22,118843,1052.51
