Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,66.712,49119,39.30,2695,72.55
astar,true,149.505,121154,96.92,2695,1759218604494.71
bfs,true,67.259,118482,94.79,2695,85.79
dfs,true,25.409,60222,48.18,2695,41.47
wallFollower,true,61.008,132234,105.79,2695,92.80
dijkstra,false,125.124,72100,56.34,3518,100.17
astar,false,247.298,125336,97.94,2053,80.43
bfs,false,78.346,124187,97.05,2053,105.04
dfs,false,47.920,71283,55.70,4058,67.50
wallFollower,false,64.375,139920,109.34,10760,95.23
