Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,305.529,228224,50.58,5253,320.96
astar,true,628.138,444144,98.43,5253,147.27
bfs,true,282.082,440782,97.68,5253,360.58
dfs,true,70.689,157560,34.92,5253,127.17
wallFollower,true,213.377,592207,131.24,5253,341.48
dijkstra,false,437.352,240154,51.98,7014,339.67
astar,false,1110.272,457822,99.10,4314,250.80
bfs,false,338.550,456411,98.79,4314,375.95
dfs,false,135.830,239258,51.79,9896,202.88
wallFollower,false,225.459,460275,99.63,35348,358.69
