Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1101.799,719373,52.85,10235,903.21
astar,true,2095.937,1343466,98.69,10235,419.06
bfs,true,846.572,1338826,98.35,10235,1061.15
dfs,true,344.898,647714,47.58,10235,550.22
wallFollower,true,592.332,1435596,105.46,10235,911.89
dijkstra,false,1518.235,779588,55.94,12641,1104.03
astar,false,3332.566,1374230,98.61,7738,659.07
bfs,false,1009.554,1369697,98.29,7738,1172.28
dfs,false,335.883,571984,41.05,18373,502.61
wallFollower,false,673.897,1523202,109.30,106998,1054.01
