Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,44.596,39924,49.91,2103,42.69
astar,true,91.152,77540,96.93,2103,30.75
bfs,true,43.014,76376,95.47,2103,59.01
dfs,true,22.753,34280,42.85,2103,29.81
wallFollower,true,40.214,93476,116.85,2103,48.14
dijkstra,false,57.359,36091,44.07,2398,61.10
astar,false,139.385,80465,98.26,1658,40.28
bfs,false,53.443,79477,97.05,1658,58.43
dfs,false,24.410,44793,54.70,3419,38.85
wallFollower,false,41.603,85223,104.07,7633,52.96
