Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,146.745,123877,58.64,3438,122.47
astar,true,249.724,207234,98.10,3438,87.56
bfs,true,115.610,205830,97.43,3438,151.14
dfs,true,66.329,125667,59.49,3438,105.08
wallFollower,true,62.699,173568,82.16,3438,112.38
dijkstra,false,275.399,166373,76.93,4563,160.31
astar,false,410.770,212286,98.16,2756,120.28
bfs,false,147.950,210692,97.43,2756,172.85
dfs,false,29.325,66312,30.67,6437,56.00
wallFollower,false,136.466,235708,109.00,17416,168.98
