Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3.940,3008,60.17,462,1759218604443.62
astar,true,5.643,4417,88.36,462,1759218604443.61
bfs,true,3.214,4242,84.86,462,3518437208885.00
dfs,true,1.510,2817,56.36,462,1759218604442.37
wallFollower,true,2.421,4701,94.03,462,3518437208884.80
dijkstra,false,4.218,2960,57.90,514,1759218604444.65
astar,false,6.250,4695,91.81,409,1759218604443.78
bfs,false,2.735,4516,88.31,409,3518437208885.44
dfs,false,2.253,2682,52.45,610,1759218604443.13
wallFollower,false,2.133,4721,92.30,785,3518437208884.62
