Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2033.533,1356028,56.03,13695,1095.77
astar,true,3911.252,2385458,98.57,13695,517.35
bfs,true,1657.667,2376714,98.21,13695,1851.25
dfs,true,672.605,1384845,57.23,13695,1218.09
wallFollower,true,849.840,2082344,86.05,13695,1272.01
dijkstra,false,1726.407,858326,34.64,19400,1445.37
astar,false,6457.070,2445346,98.70,10252,1221.22
bfs,false,1858.559,2439415,98.46,10252,1926.92
dfs,false,600.949,1071310,43.24,28930,1000.03
wallFollower,false,1143.777,2299036,92.80,183480,1612.11
