Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,225.356,167184,52.25,4226,180.70
astar,true,414.870,313443,97.95,4226,102.82
bfs,true,185.375,310365,96.99,4226,233.31
dfs,true,95.350,178987,55.93,4226,150.26
wallFollower,true,116.384,285690,89.28,4226,188.16
dijkstra,false,309.612,168000,51.28,5394,231.63
astar,false,677.207,323161,98.64,3436,115.65
bfs,false,218.953,321737,98.21,3436,266.91
dfs,false,74.159,102427,31.26,6683,1759218604532.73
wallFollower,false,166.911,373528,114.02,24753,199.01
