Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,952.148,643456,53.57,9299,772.36
astar,true,1822.007,1185458,98.69,9299,389.73
bfs,true,746.917,1180635,98.28,9299,897.27
dfs,true,366.182,644997,53.69,9299,628.25
wallFollower,true,425.947,1120849,93.31,9299,683.12
dijkstra,false,1442.108,724055,58.87,12323,972.53
astar,false,3038.337,1212549,98.59,7243,666.55
bfs,false,878.948,1209410,98.34,7243,1051.31
dfs,false,374.921,674620,54.85,19426,586.71
wallFollower,false,669.992,1458240,118.57,95121,919.95
