Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2679.444,1699531,56.63,14680,1663.53
astar,true,4699.236,2961825,98.69,14680,955.77
bfs,true,1911.264,2951696,98.35,14680,2291.01
dfs,true,947.518,1904491,63.46,14680,1515.13
wallFollower,true,783.735,2206610,73.52,14680,1381.44
dijkstra,false,3366.526,1715377,55.83,20136,2302.18
astar,false,8274.866,3034861,98.77,12266,1670.35
bfs,false,2278.409,3027857,98.54,12266,2514.27
dfs,false,730.435,1403024,45.66,30085,1200.48
wallFollower,false,1338.760,2982984,97.08,227668,2076.09
