Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2804.469,1758031,48.23,17389,2275.08
astar,true,6226.736,3609172,99.02,17389,1220.98
bfs,true,2398.621,3598853,98.73,17389,2692.75
dfs,true,808.548,1674291,45.93,17389,1465.23
wallFollower,true,1569.657,3955624,108.52,17389,2127.44
dijkstra,false,4047.905,1938420,51.94,23065,2707.65
astar,false,10450.368,3684818,98.74,13591,2088.28
bfs,false,2703.206,3674222,98.46,13591,3326.86
dfs,false,1502.784,2539802,68.06,37827,2231.01
wallFollower,false,1550.982,3558102,95.35,286793,2460.59
