Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3925.276,2453248,43.72,20424,3436.67
astar,true,8971.180,5514754,98.28,20424,2235.74
bfs,true,3815.156,5488668,97.82,20424,3776.57
dfs,true,1457.277,2744136,48.90,20424,2189.20
wallFollower,true,2243.514,5754398,102.55,20424,2950.95
dijkstra,false,7380.104,3538030,61.59,27391,4251.07
astar,false,16088.906,5676973,98.82,17059,2548.35
bfs,false,4679.489,5662178,98.56,17059,4606.06
dfs,false,1136.373,1866017,32.48,53081,1652.87
wallFollower,false,2528.780,5594952,97.39,407855,3685.11
