Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3178.438,1875588,41.68,18905,2680.28
astar,true,7460.341,4447116,98.82,18905,1415.90
bfs,true,3111.574,4432744,98.51,18905,3628.13
dfs,true,1136.730,2202054,48.93,18905,1960.82
wallFollower,true,1918.580,4613948,102.53,18905,2854.95
dijkstra,false,5611.835,2655414,57.64,23624,3382.63
astar,false,12714.491,4560587,98.99,15341,2131.14
bfs,false,3290.197,4552088,98.81,15341,3604.21
dfs,false,1262.762,2161029,46.91,40772,1990.75
wallFollower,false,2131.440,5134890,111.46,337486,3196.33
