Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1903.212,1204235,37.04,14986,2243.10
astar,true,4917.000,3193622,98.23,14986,1665.23
bfs,true,2014.234,3178142,97.75,14986,2006.43
dfs,true,591.184,1317894,40.54,14986,1025.46
wallFollower,true,1402.522,3881659,119.39,14986,1886.23
dijkstra,false,3082.071,1458763,43.83,28020,2577.63
astar,false,8815.146,3294743,98.98,12685,1884.28
bfs,false,2347.867,3286877,98.75,12685,2565.71
dfs,false,1023.281,1779776,53.47,38709,1594.60
wallFollower,false,1455.977,3420885,102.77,238459,2155.05
