Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2948.39,2947211,98.20,14902,1405.83
astar,true,3408.67,2959482,98.61,14902,1468.63
bfs,true,2576.63,2947205,98.20,14902,1252.84
dfs,true,1172.61,1602335,53.39,14902,894.85
wallFollower,true,1725.50,2811845,93.69,14902,1037.40
dijkstra,false,3131.80,3023785,98.41,12112,706.69
astar,false,3117.02,3046944,99.17,12112,686.89
bfs,false,2311.42,3023787,98.41,12112,902.69
dfs,false,1169.18,1752106,57.02,29248,789.64
wallFollower,false,1713.66,3460492,112.63,232808,797.87
