Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2175.30,2170924,98.45,12399,665.60
astar,true,2594.44,2177459,98.75,12399,606.20
bfs,true,1944.32,2170924,98.45,12399,596.27
dfs,true,917.50,1259365,57.11,12399,621.92
wallFollower,true,934.81,1903601,86.33,12399,824.80
dijkstra,false,2360.41,2235920,99.05,11770,790.48
astar,false,2602.17,2251408,99.73,11770,705.01
bfs,false,1974.10,2235920,99.05,11770,818.11
dfs,false,928.47,1278792,56.65,36603,471.33
wallFollower,false,1076.73,2029699,89.91,161856,642.98
