Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2222.03,2272348,98.32,13301,948.52
astar,true,2602.91,2279768,98.64,13301,1033.01
bfs,true,1952.59,2272351,98.32,13301,976.15
dfs,true,766.04,843934,36.51,13301,680.96
wallFollower,true,1550.04,2947520,127.53,13301,821.48
dijkstra,false,2299.81,2338337,98.82,10547,556.19
astar,false,2521.13,2355744,99.56,10547,444.39
bfs,false,1855.86,2338336,98.82,10547,596.71
dfs,false,861.81,1244604,52.60,36957,360.09
wallFollower,false,915.75,1772130,74.89,173002,499.86
