Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5488.30,5685127,98.36,21806,1521.37
astar,true,5548.22,5701426,98.64,21806,1377.74
bfs,true,4234.46,5685116,98.36,21806,1600.18
dfs,true,2009.93,3426239,59.28,21806,1417.53
wallFollower,true,2081.55,4727685,81.79,21806,1208.87
dijkstra,false,5897.76,5844394,98.77,17902,1957.76
astar,false,5455.08,5883841,99.43,17902,1798.20
bfs,false,3881.47,5844393,98.77,17902,1837.85
dfs,false,1609.43,2729832,46.13,43829,1272.66
wallFollower,false,2852.65,6980128,117.96,431452,1791.62
