Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2763.15,2698191,97.72,13543,1172.23
astar,true,3126.82,2712424,98.23,13543,1259.50
bfs,true,2449.53,2698184,97.72,13543,1094.28
dfs,true,964.62,1337105,48.42,13543,750.21
wallFollower,true,1431.07,2860987,103.61,13543,1020.22
dijkstra,false,2844.84,2795567,98.89,11922,763.40
astar,false,2834.37,2815829,99.61,11922,807.71
bfs,false,2095.36,2795573,98.89,11922,1083.60
dfs,false,877.24,1240590,43.89,32170,707.25
wallFollower,false,1435.62,2849267,100.79,211843,895.21
