Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3219.62,3199734,98.42,15920,1417.29
astar,true,3427.70,3209727,98.72,15920,1427.30
bfs,true,2555.38,3199741,98.42,15920,1417.38
dfs,true,1243.33,1889058,58.10,15920,812.50
wallFollower,true,1319.51,2739424,84.26,15920,1064.55
dijkstra,false,3506.63,3289592,98.83,12768,1795.18
astar,false,3650.51,3312996,99.54,12768,1812.18
bfs,false,2750.49,3289591,98.83,12768,1498.47
dfs,false,830.75,1041904,31.30,35312,503.64
wallFollower,false,2357.80,4608887,138.47,238610,1368.87
