Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5923.66,5852440,98.34,22371,2626.91
astar,true,6036.10,5870185,98.64,22371,2289.94
bfs,true,4688.42,5852440,98.34,22371,2504.49
dfs,true,2302.26,3174869,53.35,22371,1409.57
wallFollower,true,2686.64,5575072,93.68,22371,2156.05
dijkstra,false,6714.14,6011612,98.67,17702,2878.73
astar,false,6360.81,6055956,99.39,17702,2836.99
bfs,false,4836.51,6011615,98.67,17702,2388.41
dfs,false,2667.65,3532774,57.98,44238,1335.85
wallFollower,false,3757.71,7370716,120.97,456001,2416.37
