Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5118.28,5177704,98.04,20881,1693.29
astar,true,5050.68,5200946,98.48,20881,1655.79
bfs,true,4069.62,5177707,98.04,20881,1297.10
dfs,true,1514.91,2301434,43.58,20881,1170.16
wallFollower,true,2604.78,5978484,113.20,20881,1362.43
dijkstra,false,5862.48,5341278,98.79,17299,1850.95
astar,false,5579.03,5378834,99.48,17299,1489.44
bfs,false,4441.24,5341278,98.79,17299,1467.62
dfs,false,2123.93,3106164,57.45,71695,1259.20
wallFollower,false,2683.65,5157375,95.39,373899,1527.38
