Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5218.81,5506862,98.14,20581,2431.61
astar,true,5254.05,5526183,98.48,20581,2412.72
bfs,true,3793.45,5506864,98.14,20581,1972.86
dfs,true,1834.76,2981550,53.14,20581,1543.09
wallFollower,true,1989.09,5279779,94.09,20581,1879.97
dijkstra,false,5797.75,5666366,98.64,17576,2466.78
astar,false,5322.96,5707857,99.36,17576,2318.61
bfs,false,3828.44,5666367,98.64,17576,2093.54
dfs,false,1644.32,2863226,49.84,61540,1803.84
wallFollower,false,2836.65,6858531,119.39,420310,2092.68
