Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4066.42,3848365,98.17,17365,1416.79
astar,true,4123.76,3862412,98.53,17365,1435.78
bfs,true,3043.15,3848374,98.17,17365,1406.12
dfs,true,1100.59,1803256,46.00,17365,769.50
wallFollower,true,1975.24,4249356,108.40,17365,1044.99
dijkstra,false,4198.83,3961954,98.73,13889,1516.73
astar,false,4197.06,3992411,99.48,13889,1579.44
bfs,false,3168.39,3961954,98.73,13889,1304.55
dfs,false,1744.54,2579081,64.27,42441,1162.80
wallFollower,false,2181.66,4150749,103.43,310929,1560.42
