Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4452.82,4597520,98.84,20476,1903.54
astar,true,4299.33,4607367,99.06,20476,1775.62
bfs,true,3238.32,4597517,98.84,20476,1626.68
dfs,true,1249.43,2357474,50.68,20476,1031.65
wallFollower,true,1933.24,4607823,99.07,20476,1636.42
dijkstra,false,5090.97,4687714,98.44,14975,1317.56
astar,false,4857.36,4725858,99.25,14975,1281.36
bfs,false,3501.01,4687717,98.44,14975,1340.34
dfs,false,1477.05,2240242,47.05,39243,865.93
wallFollower,false,2533.82,5215686,109.53,360861,1406.66
