Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1976.62,2060148,98.04,12415,707.74
astar,true,2173.03,2069563,98.49,12415,749.51
bfs,true,1635.83,2060149,98.04,12415,614.81
dfs,true,677.92,1009276,48.03,12415,466.70
wallFollower,true,1071.75,2194097,104.42,12415,818.47
dijkstra,false,2066.28,2112553,98.21,10143,772.32
astar,false,2216.19,2130649,99.05,10143,693.34
bfs,false,1652.61,2112560,98.21,10143,615.79
dfs,false,553.71,923069,42.91,24368,373.06
wallFollower,false,1066.28,2280732,106.02,162040,678.41
