Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4082.92,3972272,97.81,17351,2241.88
astar,true,4353.15,3990980,98.27,17351,2225.21
bfs,true,3347.67,3972280,97.81,17351,1943.01
dfs,true,957.81,1168291,28.77,17351,877.37
wallFollower,true,2760.68,5798853,142.78,17351,1730.85
dijkstra,false,4192.86,4091252,98.40,13332,1242.69
astar,false,4102.74,4125963,99.24,13332,1263.43
bfs,false,2993.47,4091254,98.40,13332,1138.34
dfs,false,772.07,1119952,26.94,30515,750.20
wallFollower,false,2158.32,4531422,108.99,316449,919.65
